title,artist_name,artist_date,artwork_date,accession_num,art_medium,info_link,img_link
Bird on a Flowering Branch,,,1100s,1985.371 ,"Album leaf mounted as a hanging scroll, ink and color on silk",https://www.clevelandart.org/art/1985.371,https://piction.clevelandart.org/cma/ump.di?e=45E7193E6DD7437C0DE0E2ED43B92B3D68C11955A1E947329919F36D5F772933&s=24247294&se=1645109230&v=3&f=%5Cd5893%5Cu299558936%5C1985.371_o10.jpg
Water Village,Wen Boren,"(Chinese, 1502–1575)",1570,1985.370 ,"Handscroll, ink and light color on paper",https://www.clevelandart.org/art/1985.370,https://piction.clevelandart.org/cma/ump.di?e=02DA736077B047399C54D8D6D75B403C68D26914DB6A4B5C2A3E2B9F70385A38&s=24247294&se=1707839704&v=1&f=%5Cd1948%5Cu187819482%5C1985.370_o10.jpg
Incense Burner (Boshan Lu),,,200–100 BC,1986.46 ,Bronze,https://www.clevelandart.org/art/1986.46,https://piction.clevelandart.org/cma/ump.di?e=5ACA79344031E1383868BF24B053DB61A1A54BFCDA33DF7CF4027A975F7CD844&s=24247294&se=792573221&v=3&f=%5Cd5634%5Cu258256346%5C1986.46_o10.jpg
Mandala Base,,,early 1400s,1987.58 ,Cloisonné enamel,https://www.clevelandart.org/art/1987.58,https://piction.clevelandart.org/cma/ump.di?e=EAD82D6C274EE15956B606FDE4B1F30756F08C867FAB21D26A5F33967522C712&s=24247294&se=1932206478&v=3&f=1987.58_o10.jpg
Woman Holding Plum Blossoms,,,mid-700s,1987.13 ,Earthenware covered in white slip with traces of pigment,https://www.clevelandart.org/art/1987.13,https://piction.clevelandart.org/cma/ump.di?e=FC31E14B72F2ECA889C0FA5BAE023E52C7CCD3BBD73F9C47F6F525CF29333A27&s=24247294&se=1932206478&v=0&f=1987.13_o10.jpg
Covered Box with Double-Parakeet Design,,,900s-1100s,1987.38 ,"Glazed stoneware with incised decoration, Yue ware",https://www.clevelandart.org/art/1987.38,https://piction.clevelandart.org/cma/ump.di?e=624CA5D9DAD8498271506272A611BCD558BE471BD1941A2A8E2A12DE0E9022A1&s=24247294&se=1932206478&v=0&f=1987.38_o10.jpg
Bodhisattva,,,late 500s-early 600s,1986.242 ,Stone with polychromy and gilding,https://www.clevelandart.org/art/1986.242,https://piction.clevelandart.org/cma/ump.di?e=FC31E14B72F2ECA8A563D09C956818844F628AF5A27D43334C7AF48F8181478E&s=24247294&se=1472409845&v=0&f=1986.242_o10.jpg
Sakyamuni Buddha,,,1300s,1987.75 ,Hanging scroll; ink and color on silk,https://www.clevelandart.org/art/1987.75,https://piction.clevelandart.org/cma/ump.di?e=3C003D0B61A0994CDF7F0518251D7CDE7C91D1ADCA947739F8029A7E24B59C9F&s=24247294&se=1932206478&v=0&f=1987.75_o10.jpg
Meiping (Plum Blossom Vase):  Cizhou Ware,,,12th-13th Century,1986.245 ,"Buff stoneware, slip coated with painted underglaze decoration",https://www.clevelandart.org/art/1986.245,https://piction.clevelandart.org/cma/ump.di?e=E9F5B90E4A32527A4E5776D18AB236067F02C2142040E65A9A04D765B96D3335&s=24247294&se=1472409845&v=1&f=%5Cd8551%5Cu2885519%5C1986.245_o10.jpg
Ewer,,,700–750,1987.148 ,"Glazed earthenware, sancai (three-color ware)",https://www.clevelandart.org/art/1987.148,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E86B6C318DAAD95D0753EBA260DC5D0DA85F456DB4627BA1A2&s=24247294&se=1932206478&v=4&f=1987.148_o10.jpg
Mountain Landscape in Moonlight,,,1200s,1987.37 ,Hanging scroll; ink on silk,https://www.clevelandart.org/art/1987.37,https://piction.clevelandart.org/cma/ump.di?e=3C003D0B61A0994C9E18FC107C2B17651423837E1071F701AE771A0997106E3E&s=24247294&se=1223219855&v=0&f=1987.37_o10.jpg
"Lotus Sutra of the True Law of the Great Vehicle, Chapter Six",,,1545,1987.159 ,"Woodblock printed book on paper, illustrated frontispiece and endpiece depicting Buddhist deities",https://www.clevelandart.org/art/1987.159,
Lohans,,,c. 1300–1350,1988.104 ,Color and gold on cotton,https://www.clevelandart.org/art/1988.104,https://piction.clevelandart.org/cma/ump.di?e=E5315C5F1E77512FFDCB4804F2587FBC906CE264AF983DB7C333EA0AEAE2F880&s=24247294&se=1223219855&v=4&f=1988.104_o10.jpg
Lohans,,,c. 1300–1350,1988.103 ,Color and gold on cotton,https://www.clevelandart.org/art/1988.103,https://piction.clevelandart.org/cma/ump.di?e=E5315C5F1E77512FB7A19D0D8EC48AAC47D04E29962303BBEB46273A9E357366&s=24247294&se=1223219855&v=4&f=1988.103_o10.jpg
Fluted Tray,,,14th Century,1988.55 ,Red lacquer,https://www.clevelandart.org/art/1988.55,https://piction.clevelandart.org/cma/ump.di?e=61FCA686F07A464BD8C1E351670603F5A052EBAF7F27B5639B57AC9C07BD50E5&s=24247294&se=1929723109&v=0&f=1988.55_o10.jpg
Bowl with Dragons,,,1662–1722,1988.247 ,Porcelain with incised and enamel decoration,https://www.clevelandart.org/art/1988.247,https://piction.clevelandart.org/cma/ump.di?e=E9F5B90E4A32527AE4BA9C20F05528A4926F58EC8C7D98825199A37702ADF23A&s=24247294&se=667069979&v=0&f=1988.247_o10.jpg
Landscape with Woodcutters Returning Home,,,1200s,1988.20 ,"Hanging scroll, ink on silk",https://www.clevelandart.org/art/1988.20,https://piction.clevelandart.org/cma/ump.di?e=3C003D0B61A0994C151723435A733348256D3D10BB6B84C640CBB50994C4F5E1&s=24247294&se=1696256760&v=0&f=1988.20_o10.jpg
Funerary Urn (Hunping),,,late 200s,1988.21 ,Green-glazed stoneware with molded and sculpted decoration,https://www.clevelandart.org/art/1988.21,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E8ACFBB1C1588F5DD975149E8BB05C31DA60B5FF43D9DA7B0B&s=24247294&se=1929723109&v=0&f=1988.21_o10.jpg
Brush Holder with Figures in Landscape and Poetic Inscription by Wang Meilin from Jiading,Wang Meilin,"(Chinese, active c. 1825)",1800s,1988.75 ,Carved bamboo,https://www.clevelandart.org/art/1988.75,https://piction.clevelandart.org/cma/ump.di?e=CD9B0305C637B78C3DC9FEF4B44B72536CBB1381D09753DAC86CB732AA927A9A&s=24247294&se=1405052977&v=1&f=%5C1988.75det01_o10.jpg
Jar,,,25–220,1989.1 ,Stoneware with impressed decoration,https://www.clevelandart.org/art/1989.1,https://piction.clevelandart.org/cma/ump.di?e=FC31E14B72F2ECA81D8C3C8C08C094E419A6584DB1EF96044D1335840096EE0D&s=24247294&se=1949138686&v=1&f=%5Cd6617%5Cu2866179%5C1989.1_o10.jpg
Bird-Headed Ewer,,,600s–700s,1989.2 ,"Green-glazed stoneware with modeled, molded, and applied decoration",https://www.clevelandart.org/art/1989.2,https://piction.clevelandart.org/cma/ump.di?e=EAD82D6C274EE1595C06033C0DB7F83F0848807A3FE9438B24D9E8E213BC1A17&s=24247294&se=1696256760&v=3&f=1989.2_o10.jpg
Manjushri,,,c. 1500–1550,1989.67 ,"Hanging scroll, ink, color and gold on silk",https://www.clevelandart.org/art/1989.67,https://piction.clevelandart.org/cma/ump.di?e=6FE10EB72877704D892B414F6CAC1FE8810E739A90670FDDFF8D096F72E9FEA4&s=24247294&se=665021953&v=5&f=1989.67_o10.jpg
"Mirror with Four Nipples, Immortals, Dragon and Tiger",,,c. AD 125–220,1989.102 ,Bronze,https://www.clevelandart.org/art/1989.102,https://piction.clevelandart.org/cma/ump.di?e=04AD67C577E5E10991E7762728BB04AC6B3FE2222F8947AE40E4F860223679C6&s=24247294&se=166542550&v=1&f=%5Cd3343%5Cu2933433%5C1989.102_o10.jpg
Jar (Hu),,,202 BC-AD 9,1989.15 ,Earthenware with slip and painted decoration,https://www.clevelandart.org/art/1989.15,https://piction.clevelandart.org/cma/ump.di?e=EAD82D6C274EE159D744186C68FBE691DB6FC1B075B705251CF64D35C19A622C&s=24247294&se=166542550&v=3&f=1989.15_o10.jpg
Pillow,,,1100s-1200s,1989.118 ,"Glazed stoneware, Cizhou ware",https://www.clevelandart.org/art/1989.118,https://piction.clevelandart.org/cma/ump.di?e=FC31E14B72F2ECA87154AD347F592ED002B28855773419AF9CB7F9B220A171C7&s=24247294&se=1280314936&v=1&f=%5Cd6705%5Cu2867059%5C1989.118_o10.jpg
Watchtower,,,AD 25–220,1989.71 ,Earthenware with lead glaze,https://www.clevelandart.org/art/1989.71,https://piction.clevelandart.org/cma/ump.di?e=F5DB0801F450918F29CA9B618A24CF99007BA2C261A2B2A3DEF7D80BABE06080&s=24247294&se=1696256760&v=3&f=1989.71_o10.jpg
Bell (Lai Zhong),,,c. 800–700 BC,1989.3 ,Bronze,https://www.clevelandart.org/art/1989.3,https://piction.clevelandart.org/cma/ump.di?e=EAD82D6C274EE15985B3D5685768ADDA4A16E56E13B4F333E9E63B8AFE50FCCB&s=24247294&se=1696256760&v=3&f=1989.3_o10.jpg
Wine Vessel (Jia),,,c. 1700–1500 BC,1989.150 ,Bronze,https://www.clevelandart.org/art/1989.150,https://piction.clevelandart.org/cma/ump.di?e=61FCA686F07A464BFFDEB0BAEE4E0D434927E2FFCC017404C72A9645B65AE3B8&s=24247294&se=1949138686&v=0&f=1989.150_o10.jpg
Footed Plate with Floral Medallion,,,early 700s,1989.268 ,"Glazed earthenware with impressed decoration, sancai (three-color) ware",https://www.clevelandart.org/art/1989.268,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E85BF87459CA76964A1C68F5FE92B6E40FAFC1B2C161E12735&s=24247294&se=1376670083&v=2&f=1989.268_o10.jpg
Incense Burner in the Form of Archaic Li,,,1200s,1989.271 ,"Glazed porcelain, Longquan ware",https://www.clevelandart.org/art/1989.271,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E86B64D8F5C82CCE104E2098D6805626A03BAF0982096F65DA&s=24247294&se=1376670083&v=4&f=1989.271_o10.jpg
Bowl with Bands and Spirals in Relief,,,late 7th-early 8th Century,1989.269 ,Glazed earthenware with molded decoration,https://www.clevelandart.org/art/1989.269,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E8AF8E5C556CB25638B7ED0E1108EDC6FC5438C474C1454E6C&s=24247294&se=1376670083&v=2&f=1989.269_o10.jpg
Tea Bowl,,,1100–1200s,1989.272 ,"Stoneware with ""oil spot"" glaze, black ware",https://www.clevelandart.org/art/1989.272,https://piction.clevelandart.org/cma/ump.di?e=1F448EBE0D6107CF41E9DF25DD2ED4EB1E14DC017004C68A02127991A8650ED1&s=24247294&se=1376670083&v=6&f=1989.272_o10.jpg
Foliated Saucer:  Yaozhou Ware,,,late 1000s-early 1100s,1989.273 ,Glazed porcelain,https://www.clevelandart.org/art/1989.273,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E8B5B4B311FD96C6D9DA7FA456F38BBA66244D68CED92BE742&s=24247294&se=1376670083&v=2&f=%5Cd7092%5Cu3170923%5C1989.273_o10.jpg
Vase with Peonies and Five Spouts,,,900s–1000s,1989.270 ,"Green-glazed porcelaneous stoneware with incised decoration, Yue ware",https://www.clevelandart.org/art/1989.270,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E8E4BF50FADFE1CD38A023E540C2FB9CD9A334D8F8A2AC1ECF&s=24247294&se=1358319764&v=5&f=1989.270_o10.jpg
Dish with Ducks in Lotus Pond:  Ding Ware,,,12th Century,1989.275 ,Glazed porcelain with molded decoration and copper band at lip,https://www.clevelandart.org/art/1989.275,https://piction.clevelandart.org/cma/ump.di?e=E9F5B90E4A32527A81BB6103B6583D4104E15F7E7B2E1E0F735F7FE49981FEFF&s=24247294&se=1376670083&v=5&f=1989.275_o10.jpg
Dish with Two Fish in Relief:  Longquan Ware,,,early 14th Century,1989.277 ,Glazed porcelain with unglazed molded decoration,https://www.clevelandart.org/art/1989.277,https://piction.clevelandart.org/cma/ump.di?e=E9F5B90E4A32527A45063E945898F2E8DC6418FEDF6D311D4D664D70970D7708&s=24247294&se=1376670083&v=2&f=%5Cd8535%5Cu2885359%5C1989.277_o10.jpg
Pillow with Lion Base,,,1000s,1989.276 ,"Glazed stoneware, qingbai (""blue-white"") ware",https://www.clevelandart.org/art/1989.276,https://piction.clevelandart.org/cma/ump.di?e=1F448EBE0D6107CF7F000ABDC4A34EB1D49789BBCFE80C289BAEA861077102A0&s=24247294&se=1376670083&v=2&f=%5Cd8343%5Cu2883439%5C1989.276_o10.jpg
Ewer with Floral Scrolls and Plantain Leaves in Relief,,,early 1300s,1989.280 ,"Glazed porcelain with molded decoration, Shufu ware",https://www.clevelandart.org/art/1989.280,https://piction.clevelandart.org/cma/ump.di?e=E9F5B90E4A32527AE2861CB58C955602F093F403510AF366B4F4F5BF677C7DA5&s=24247294&se=157547155&v=0&f=1989.280_o10.jpg
Round Covered Box with Floral Scrolls in Relief:  Qingbai type Ware,,,1300s,1989.279 ,Glazed porcelain with slip decoration,https://www.clevelandart.org/art/1989.279,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E8A871836BAF7AA2B3F0D343E34BFDBA6646B65E2041C4481D&s=24247294&se=1376670083&v=2&f=%5Cd7566%5Cu3175664%5C1989.279_o10.jpg
Hexagonal Covered Box with Lions in Relief: Qingbai Ware,,,1300–1325,1989.281 ,Glazed porcelain with molded and applied decoration,https://www.clevelandart.org/art/1989.281,https://piction.clevelandart.org/cma/ump.di?e=0EA08826AFAB664ECF5BC7DE51822D1B4924F79934B569151A5FAA086D51F6E2&s=24247294&se=1376670083&v=2&f=%5Cd4959%5Cu19049590%5C1989.281_o10.jpg
Buffalo with Rider,,,early 1300s,1989.278 ,"Glazed porcelain with iron spots, qingbai (""blue-white"") ware",https://www.clevelandart.org/art/1989.278,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E8F7305D0CDDB0B360AB5D42C77C23DD60B723CCBC0D775EE2&s=24247294&se=1812654206&v=2&f=%5Cd7568%5Cu3175684%5C1989.278_o10.jpg
Dish with Flying Crane and Clouds in Relief,,,1300s,1989.282 ,"Glazed porcelain with molded decoration, Longquan ware",https://www.clevelandart.org/art/1989.282,https://piction.clevelandart.org/cma/ump.di?e=E9F5B90E4A32527A323561747496D368056777D5598EF672C73F4C1A609F1B50&s=24247294&se=1376670083&v=2&f=%5Cd8533%5Cu2885339%5C1989.282_o10.jpg
Dish with Dragon Pursuing Flaming Jewel in Relief:  Longquan Ware,,,early 14th Century,1989.283 ,Glazed porcelain with molded decoration,https://www.clevelandart.org/art/1989.283,https://piction.clevelandart.org/cma/ump.di?e=57997FB7C9C068D999B91B082AFC32D56C4B3F8324D6EA180324551F9F61B4D6&s=24247294&se=1376670083&v=1&f=%5Cd0319%5Cu213503198%5C1989.283_o10.jpg
Dice Bowl,,,1426–35,1989.287 ,Porcelain with mottled blue glaze,https://www.clevelandart.org/art/1989.287,https://piction.clevelandart.org/cma/ump.di?e=E9F5B90E4A32527A68FBB1C60A8BF813288DF31CBA73649FAF783E5EF437C716&s=24247294&se=1376670083&v=6&f=1989.287_o10.jpg
Incense Burner in Form of Archaic Lian with Peonies in Refief,,,1300s,1989.284 ,"Glazed porcelain with molded decoration, Longquan ware",https://www.clevelandart.org/art/1989.284,https://piction.clevelandart.org/cma/ump.di?e=E9F5B90E4A32527AD36A9FF4A717122C389A01BEE08880E05DF770979B4D9E93&s=24247294&se=1376670083&v=2&f=%5Cd8529%5Cu2885299%5C1989.284_o10.jpg
Dish,,,1426–35,1989.285 ,Porcelain with copper-red glaze,https://www.clevelandart.org/art/1989.285,https://piction.clevelandart.org/cma/ump.di?e=E9F5B90E4A32527A006B45A7FDA97A2A453E6458C8B60D5394347822AFC0A7CF&s=24247294&se=1689135033&v=6&f=1989.285_o10.jpg
Dish,,,1465–87,1989.288 ,Porcelain with yellow glaze,https://www.clevelandart.org/art/1989.288,https://piction.clevelandart.org/cma/ump.di?e=E9F5B90E4A32527ACC0C926ED9F145C6D70D205197B069F9CAF68261F927DB19&s=24247294&se=429512564&v=6&f=1989.288_o10.jpg
Dish,,,1426–35,1989.286 ,Porcelain with blue glaze,https://www.clevelandart.org/art/1989.286,https://piction.clevelandart.org/cma/ump.di?e=E9F5B90E4A32527AEBEE463ED58C92564DB981E4FC933DE122044AD5EAA35A21&s=24247294&se=1689135033&v=6&f=1989.286_o10.jpg
Bowl,,,1488–1505,1989.289 ,Porcelain with yellow glaze,https://www.clevelandart.org/art/1989.289,https://piction.clevelandart.org/cma/ump.di?e=E9F5B90E4A32527A3656A2701AA5DB21865CB0536340F0BB86B160C8C631EDF8&s=24247294&se=1376670083&v=6&f=1989.289_o10.jpg
Bowl with Dragons in Waves,,,1506–21,1989.290 ,Porcelain with incised decoration and green overglaze enamel and resist enamel decoration on biscuit,https://www.clevelandart.org/art/1989.290,https://piction.clevelandart.org/cma/ump.di?e=E9F5B90E4A32527AA39B11B189096C09F51EC47793E25167A8828F47FFE73129&s=24247294&se=1376670083&v=0&f=1989.290_o10.jpg
Jar with Dragons Pursuing Flaming Jewels,,,1522–66,1989.291 ,Procelain with wucai (five color) overglaze enamel decoration,https://www.clevelandart.org/art/1989.291,https://piction.clevelandart.org/cma/ump.di?e=E9F5B90E4A32527A6CEA0F09DDA4C0232E04BBA1B2F00080F854930119F6C8A8&s=24247294&se=1376670083&v=6&f=1989.291_o10.jpg
Dish with Dragon and Clouds,,,1522–66,1989.292 ,Porcelain with incised and underglaze blue decoration,https://www.clevelandart.org/art/1989.292,https://piction.clevelandart.org/cma/ump.di?e=E9F5B90E4A32527A7C80F1DB266F8F56714B32C2B8599DFC2A29C883E0F5E1B7&s=24247294&se=1376670083&v=1&f=%5Cd9178%5Cu2891782%5C1989.292_o10.jpg
Bowl with Bands of Tibetan (Lança) Characters,,,1572–1620,1989.294 ,Porcelain with underglaze blue decoration,https://www.clevelandart.org/art/1989.294,https://piction.clevelandart.org/cma/ump.di?e=E9F5B90E4A32527ACD01655074942CAF8DFA058473545E04891F11B5E4D4F862&s=24247294&se=1376670083&v=2&f=1989.294_o10.jpg
Bowl with Ducks over Lotus Pond,,,1573–1620,1989.293 ,Porcelain with underglaze blue decoration,https://www.clevelandart.org/art/1989.293,https://piction.clevelandart.org/cma/ump.di?e=57997FB7C9C068D92BBF8AFA5F2339C51B8AFCD85FACB12CC1038E05E33E14C3&s=24247294&se=1376670083&v=1&f=%5Cd0348%5Cu213503486%5C1989.293_o10.jpg
Plum Blossom Cup,,,1621–27,1989.295 ,Porcelain with underglaze blue and wucai (five color) overglaze enamel decoration,https://www.clevelandart.org/art/1989.295,https://piction.clevelandart.org/cma/ump.di?e=E9F5B90E4A32527A19D71937DC88D81B4BFDC43D29664F7D48C74657D1F92A52&s=24247294&se=1227987520&v=2&f=1989.295_o10.jpg
Incense Burner in the form of an archaic bronze vessel,,,1600s,1989.296 ,"Glazed white porcelain, Dehua ware",https://www.clevelandart.org/art/1989.296,https://piction.clevelandart.org/cma/ump.di?e=E9F5B90E4A32527A42000336026D4D85AEFB9B8E249F15BA3DB0D0D27BACA08B&s=24247294&se=1376670083&v=6&f=1989.296_o10.jpg
Bowl with Lotus Scrolls,,,1500s,1989.297 ,Porcelain with burnished and engraved gold (kinrande) decoration on green overglaze enamel,https://www.clevelandart.org/art/1989.297,https://piction.clevelandart.org/cma/ump.di?e=E9F5B90E4A32527AD25ABE86ECF150D02A2081E580C916E7AC68E1CFB70B1DC6&s=24247294&se=1376670083&v=6&f=1989.297_o10.jpg
Candlesticks,,,1600s,1989.298 ,Glazed porcelain with metal rims,https://www.clevelandart.org/art/1989.298,https://piction.clevelandart.org/cma/ump.di?e=624CA5D9DAD84982022B62396597E3802D1A8BE2FAAB81287904DDF5FB41E3E2&s=24247294&se=1376670083&v=0&f=1989.298_o10.jpg
Mallet-Shaped Bottle with Phoenixes,,,1662–1722,1989.301 ,Porcelain with underglaze blue decoration,https://www.clevelandart.org/art/1989.301,https://piction.clevelandart.org/cma/ump.di?e=E9F5B90E4A32527AE657A0D810E8C5D27ADA20472BE9F66635C743BCF20BE1B0&s=24247294&se=1376670083&v=5&f=1989.301_o10.jpg
Basket Shaped Vase: Ding Ware,,,1600s,1989.300 ,Glazed porcelain,https://www.clevelandart.org/art/1989.300,https://piction.clevelandart.org/cma/ump.di?e=E9F5B90E4A32527AC9DF790C31771B89985F9AEC5879D88E106227B0E63C27A5&s=24247294&se=1376670083&v=2&f=1989.300_o10.jpg
Vase with Decoration of Figures in Chariots,,,1622–1722,1989.302 ,Porcelain with famille verte overglaze enamel decoration,https://www.clevelandart.org/art/1989.302,https://piction.clevelandart.org/cma/ump.di?e=FC31E14B72F2ECA8D808FC96ED286704845D409CA3BBC52145180028D188D829&s=24247294&se=1280314936&v=1&f=%5Cd6707%5Cu2867079%5C1989.302_o10.jpg
Vase with Decoration of Horsemen,,,1622–1722,1989.303 ,Porcelain with famille verte overglaze enamel decoration,https://www.clevelandart.org/art/1989.303,https://piction.clevelandart.org/cma/ump.di?e=FC31E14B72F2ECA8CD5FAE527C584B4BEBD0017976E2A8D2F52296A90A95CE2E&s=24247294&se=1393644995&v=1&f=%5Cd6709%5Cu2867099%5C1989.303_o10.jpg
Pair of Bowls with Eight Immortals,,,1662–1722,1989.304 ,Porcelain with famille verte overglaze enamel decoration,https://www.clevelandart.org/art/1989.304,https://piction.clevelandart.org/cma/ump.di?e=0EA08826AFAB664E82270328AE3270CD6BB708CCDE8D6E55181D34F09651DCEC&s=24247294&se=1376670083&v=0&f=1989.304_o10.jpg
Brush Pot with Landscape,,,1662–1722,1989.307 ,Porcelain with underglaze blue decoration,https://www.clevelandart.org/art/1989.307,https://piction.clevelandart.org/cma/ump.di?e=E9F5B90E4A32527A3EC873977B69E73CA89FCAD75F30E667C4ABF91FC8244870&s=24247294&se=1376670083&v=1&f=%5Cd8559%5Cu2885599%5C1989.307_o10.jpg
Square Covered Box with Hundred Antiquities,,,1723–35,1989.309 ,Porcelain with famille rose overglaze enamel decoration,https://www.clevelandart.org/art/1989.309,https://piction.clevelandart.org/cma/ump.di?e=0EA08826AFAB664EF4B23F718F2E3544D007E0266B23BB51B3DE8FBDC2F1D600&s=24247294&se=1376670083&v=0&f=1989.309_o10.jpg
Dish,,,1723–35,1989.311 ,Porcelain with café-au-lait glaze,https://www.clevelandart.org/art/1989.311,https://piction.clevelandart.org/cma/ump.di?e=1F448EBE0D6107CF5E74D3DEE1B0FABC0408071FB5B265CE3C94E8C1F7E83B20&s=24247294&se=1376670083&v=0&f=1989.311_o10.jpg
Vase in Form of Archaic Hu,,,1736–95,1989.310 ,Porcelain with celadon glaze,https://www.clevelandart.org/art/1989.310,https://piction.clevelandart.org/cma/ump.di?e=1F448EBE0D6107CFD2032E1C894D5386BD2486E07C537EB7FDD9590BFB8375FF&s=24247294&se=1376670083&v=0&f=1989.310_o10.jpg
Cylindrical Ewer with Dragons Pursuing Flaming Jewel,,,1662–1722,1989.308 ,Porcelain with powder blue glaze painted with gold decoration and supplied with metal fittings,https://www.clevelandart.org/art/1989.308,https://piction.clevelandart.org/cma/ump.di?e=E9F5B90E4A32527AC83E9A6D193F57AA7C0380B17EC735181B32AAA82963799C&s=24247294&se=1376670083&v=0&f=1989.308_o10.jpg
Dish with Zhang Guolao,,,1662–1722,1989.306 ,Porcelain with famille verte overglaze enamel and painted gold decoration (interior) and powder blue glaze with painted decoration (exterior),https://www.clevelandart.org/art/1989.306,https://piction.clevelandart.org/cma/ump.di?e=E9F5B90E4A32527A320214A1F5D31594963BF97E674687E45F98D83BE5311ADA&s=24247294&se=527081248&v=6&f=1989.306_o10.jpg
